almsExpMean,almsExpSum,almsIncMean,almsIncSum,annuityExpMean,annuityExpSum,annuityIncMean,annuityIncSum,county,courtExpMean,courtExpSum,courtIncMean,courtIncSum,depHouse,educationExpMean,educationExpSum,educationIncMean,educationIncSum,feeExpMean,feeExpSum,feeIncMean,feeIncSum,founded,incomplete,infraExpMean,infraExpSum,infraIncMean,infraIncSum,ladyHouse,landExpMean,landExpSum,landIncMean,landIncSum,latitude,longitude,millExpMean,millExpSum,millIncMean,millIncSum,name,netInc,order,originalFoundation,pt,region,rurHouse,selected,subHouse,subPop,survival,synProxExpMean,synProxExpSum,synProxIncMean,synProxIncSum,titheExpMean,titheExpSum,titheIncMean,titheIncSum,totalExp,totalInc,transferExpMean,transferExpSum,transferIncMean,transferIncSum,unknownExpMean,unknownExpSum,unknownIncMean,unknownIncSum,urbHouse,urbPop,year,diss1536
,0.0,,0.0,,0.0,,0.0,LINCOLNSHIRE,,0.0,,0.0,,,0.0,,0.0,-240.0,-720.0,,0.0,1145.0,0.0,,0.0,,0.0,1.0,-54.666666666666664,-328.0,1680.0,6720.0,53.357499999999995,-0.7296299999999999,,0.0,,0.0,Heynings Priory,11810.0,Cistercian,,POINT (484647.1457324733 385262.8518120056),4.0,1.0,1.0,0,0.0,3.0,-90.0,-90.0,,0.0,,0.0,3680.0,7360.0,-2258.0,14080.0,-224.0,-1120.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
,0.0,,0.0,,0.0,,0.0,NORFOLK,,0.0,590.75,2363.0,,,0.0,,0.0,-205.0,-1640.0,,0.0,1185.0,0.0,,0.0,,0.0,0.0,-470.8888888888889,-4238.0,1526.0576923076924,19838.75,52.76689999999999,1.5829999999999997,,0.0,,0.0,Hickling Priory,24223.75,Augustinian,,POINT (641810.3137142896 324828.1169640156),1.0,1.0,1.0,0,0.0,0.0,,0.0,,0.0,,0.0,1704.0,10224.0,-8202.0,32425.75,-332.0,-2324.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,SOMERSET,,0.0,266.6666666666667,1600.0,,,0.0,,0.0,-310.0,-1550.0,,0.0,1232.0,0.0,,0.0,,0.0,0.0,-363.3333333333333,-1090.0,1964.5185185185185,53042.0,51.3313,-2.3199,,0.0,840.0,840.0,Hinton Priory,59750.0,Carthusian,,POINT (377808.7817525833 159182.8936136053),3.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,,0.0,-3274.0,63024.0,-547.0,-2735.0,,0.0,-140.0,-140.0,1194.0,9552.0,0,0.0,1539.0,0
,0.0,,0.0,,0.0,,0.0,HERTFORDSHIRE,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,1361.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,51.946926,-0.276495,,0.0,,0.0,Hitchin Priory,3312.0,Gilbertine,,POINT (518553.8428971622 229005.1693422898),2.0,1.0,1.0,0,0.0,2.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1538.0,0
,0.0,,0.0,,0.0,,0.0,MIDDLESEX,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,1107.0,1.0,,0.0,,0.0,1.0,,0.0,,0.0,51.513646,-0.078074,,0.0,,0.0,"Holy Trinity Priory, Aldgate",85362.0,Augustinian,,POINT (533459.4382681773 181163.9028187949),2.0,,1.0,0,0.0,-4.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,1,50.0,1532.0,0
-432.0,-432.0,,0.0,,0.0,,0.0,SUFFOLK,,0.0,,0.0,,,0.0,,0.0,-352.0,-1760.0,,0.0,1177.0,0.0,,0.0,,0.0,0.0,-116.27027027027027,-4302.0,625.9459459459459,23160.0,52.060559999999995,1.15814,,0.0,,0.0,"Holy Trinity Priory, Ipswich",21201.0,Augustinian,,POINT (616589.875485907 244947.5649923992),1.0,,1.0,0,0.0,1.0,-504.5,-1009.0,,0.0,,0.0,1096.0,5480.0,,,,0.0,,0.0,-50.0,-50.0,,0.0,1,3.0,1537.0,0
,0.0,,0.0,,0.0,,0.0,LANCASHIRE,,0.0,240.0,240.0,,,0.0,,0.0,,0.0,,0.0,1175.0,0.0,,0.0,,0.0,0.0,,0.0,658.05,6580.5,54.115407,-2.648124,,0.0,,0.0,Hornby Priory,6820.5,Premonstratensian,,POINT (357730.0900869755 469030.326491427),5.0,1.0,1.0,0,0.0,2.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1538.0,0
,0.0,,0.0,,0.0,,0.0,DORSET,,0.0,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,971.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,50.866545,-1.958522,,0.0,,0.0,Horton Priory,12720.0,Benedictine,,POINT (403014.7014043335 107450.6539957815),3.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
,0.0,,0.0,,0.0,,0.0,SUFFOLK,,0.0,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,962.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,52.342,1.203,,0.0,,0.0,Hoxne Priory,4320.0,Benedictine,,POINT (618280.9027273192 276374.1303658709),1.0,1.0,1.0,0,0.0,2.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1538.0,0
-80.0,-80.0,,0.0,,0.0,,0.0,LINCOLNSHIRE,,0.0,,0.0,,,0.0,,0.0,-173.33333333333334,-520.0,,0.0,1172.0,0.0,,0.0,,0.0,0.0,-40.0,-40.0,437.35714285714283,6123.0,53.53406,-0.025960000000000004,,0.0,,0.0,Humberston Abbey,7695.0,Benedictine,,POINT (530932.2682973336 405965.800632645),4.0,,1.0,1,1.0,0.0,-200.0,-200.0,,0.0,,0.0,1360.0,4080.0,-2520.0,10215.0,-840.0,-1680.0,,0.0,,0.0,12.0,12.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,BERKSHIRE,,0.0,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,1086.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,51.5496,-0.8097,,0.0,,0.0,Hurley Priory,29261.0,Benedictine,,POINT (482628.7209252481 184082.9720844049),2.0,1.0,1.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,HAMPSHIRE,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,901.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,51.0686,-1.3143,,0.0,,0.0,Hyde Abbey,207618.75,Benedictine,,POINT (448141.0763545426 130142.8357343452),3.0,,1.0,0,0.0,2.0,,0.0,,0.0,,0.0,,0.0,-30814.25,238433.0,,0.0,,0.0,,0.0,,0.0,1,3.0,1538.0,0
-160.0,-160.0,,0.0,,0.0,,0.0,DURHAM,,0.0,,0.0,1.0,,0.0,,0.0,-240.0,-240.0,,0.0,1075.0,0.0,,0.0,,0.0,0.0,,0.0,1657.3333333333333,4972.0,54.980375,-1.472183,,0.0,,0.0,Jarrow Priory,9280.0,Benedictine,681.0,POINT (433879.9058367534 565212.1092496533),5.0,,1.0,1,3.0,0.0,,0.0,,0.0,,0.0,4720.0,4720.0,-400.0,2492.0,,0.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,DEVON,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,1125.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,50.849253,-3.316734,,0.0,,0.0,Kerswell Priory,6720.0,Benedictine,,POINT (307402.4227588391 106353.3011055372),3.0,1.0,1.0,0,0.0,2.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1538.0,0
-2580.0,-2580.0,,0.0,,0.0,,0.0,SOMERSET,,0.0,1368.0,1368.0,,,0.0,,0.0,-392.2105263157895,-7452.0,,0.0,1167.0,0.0,,0.0,,0.0,0.0,-30.5,-244.0,2593.4285714285716,90770.0,51.4172,-2.4961,,0.0,4240.0,4240.0,Keynsham Abbey,100684.25,Augustinian,,POINT (365597.6564672741 168804.2750845376),3.0,1.0,1.0,0,0.0,3.0,-199.25,-597.75,,0.0,,0.0,2064.0,10320.0,-7357.75,108042.0,-140.0,-420.0,140.0,560.0,,0.0,2257.3333333333335,6772.0,0,0.0,1539.0,0
,0.0,,0.0,,0.0,,0.0,MIDDLESEX,,0.0,75.0,225.0,,,0.0,,0.0,-206.66666666666666,-620.0,,0.0,1134.0,0.0,,0.0,,0.0,1.0,-123.33333333333333,-370.0,961.7333333333333,14426.0,51.541066,-0.198922,,0.0,,0.0,Kilburn Priory Benedictines,17855.0,Benedictine,,POINT (524999.3375303233 183999.7879469722),2.0,1.0,1.0,0,0.0,0.0,-90.0,-90.0,,0.0,,0.0,2160.0,2160.0,-2400.0,20735.0,-600.0,-1800.0,1968.0,3936.0,,0.0,,0.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,NORFOLK,,0.0,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,1100.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,52.751422,0.395442,,0.0,,0.0,King's Lynn Priory Benedictines,6000.0,Benedictine,,POINT (561769.1499521193 319777.4265969887),1.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
,0.0,,0.0,,0.0,,0.0,WILTSHIRE,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,1139.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,51.626558,-2.366789,,0.0,,0.0,Kingswood Abbey,55680.0,Cistercian,,POINT (374706.5364473794 192034.9273983368),3.0,1.0,1.0,0,0.0,2.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1538.0,0
,0.0,,0.0,,0.0,,0.0,LINCOLNSHIRE,,0.0,,0.0,1.0,,0.0,,0.0,-294.4,-5888.0,,0.0,1139.0,0.0,,0.0,,0.0,0.0,-414.0,-4140.0,1155.48046875,73950.75,53.138463,-0.223131,,0.0,908.0,3632.0,Kirkstead Abbey,92671.75,Cistercian,,POINT (518959.7896281908 361617.2607249817),4.0,1.0,1.0,0,0.0,1.0,-212.0,-212.0,,0.0,,0.0,,0.0,-12616.0,81287.75,-544.0,-1088.0,,0.0,-304.8,-1524.0,1840.0,3680.0,0,0.0,1537.0,0
-4088.0,-4088.0,,0.0,,0.0,,0.0,LINCOLNSHIRE,,0.0,20.0,20.0,,,0.0,,0.0,-240.0,-960.0,,0.0,1169.0,0.0,,0.0,,0.0,0.0,-44.375,-355.0,519.2571428571429,18174.0,53.032601,-0.258822,,0.0,,0.0,Kyme Priory,24244.0,Augustinian,,POINT (516858.511322758 349783.454293474),4.0,1.0,1.0,0,0.0,3.0,-610.0,-610.0,,0.0,,0.0,1282.2222222222222,11540.0,-8933.0,33177.0,-720.0,-2880.0,347.6666666666667,1043.0,-40.0,-40.0,,0.0,0,0.0,1539.0,0
-1539.0,-1539.0,,0.0,,0.0,,0.0,NORFOLK,,0.0,48.0,96.0,,,0.0,,0.0,-218.66666666666666,-1968.0,,0.0,1195.0,0.0,,0.0,,0.0,0.0,-124.0,-868.0,1243.8235294117646,21145.0,52.572177,1.485601,,0.0,,0.0,Langley Abbey,25157.5,Premonstratensian,,POINT (636290.1537558555 302855.2708525502),1.0,1.0,1.0,0,0.0,0.0,-292.75,-585.5,,0.0,,0.0,1186.0625,9488.5,-5800.5,30957.5,-280.0,-840.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
-446.5,-1786.0,,0.0,,0.0,,0.0,CORNWALL,,0.0,233.0,2796.0,,,0.0,,0.0,-476.8888888888889,-4292.0,,0.0,1127.0,0.0,,0.0,,0.0,0.0,,0.0,2931.828125,46909.25,50.63642500000001,-4.355307,,0.0,,0.0,Launceston Priory,84971.25,Augustinian,,POINT (233543.5691318694 84507.9351639722),3.0,1.0,1.0,0,0.0,2.0,-189.0,-189.0,,0.0,,0.0,1613.0434782608695,37100.0,,,-532.0,-2660.0,116.4,1164.0,-59.0,-236.0,6245.0,6245.0,0,0.0,1538.0,0
-800.0,-800.0,,0.0,,0.0,,0.0,LEICESTERSHIRE,,0.0,31.0,124.0,,,0.0,,0.0,-390.7692307692308,-5080.0,,0.0,1125.0,0.0,,0.0,,0.0,0.0,-631.5,-2526.0,1282.5833333333333,38477.5,52.6312,-0.8233660000000002,,0.0,,0.0,Launde Priory,95799.75,Augustinian,,POINT (479732.9056152182 304363.7627284302),4.0,1.0,1.0,0,0.0,3.0,-807.75,-807.75,,0.0,,0.0,2866.7368421052633,54468.0,-26797.75,122597.5,-925.4736842105264,-17584.0,158.85714285714286,1112.0,,0.0,27120.0,27120.0,0,0.0,1539.0,0
,0.0,,0.0,,0.0,,0.0,SURREY,,0.0,480.0,480.0,,,0.0,,0.0,-260.0,-780.0,,0.0,1158.0,0.0,,0.0,,0.0,0.0,-20.970588235294116,-356.5,369.2586206896552,10708.5,51.1695,-0.6683,,0.0,,0.0,Lavendon Abbey,19064.0,Premonstratensian,,POINT (493200.0476402314 141982.7740836972),2.0,1.0,1.0,0,0.0,0.0,-463.0,-463.0,,0.0,,0.0,1446.2,7231.0,-2815.5,21939.5,-291.2,-1456.0,,0.0,,0.0,3510.0,3510.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,LINCOLNSHIRE,,0.0,,0.0,,,0.0,,0.0,-246.66666666666666,-740.0,,0.0,1150.0,0.0,,0.0,,0.0,1.0,-330.6666666666667,-992.0,443.3269230769231,5763.25,53.33744,0.040035,,0.0,,0.0,Legbourne Priory,9220.0,Cistercian,,POINT (535930.9563741193 384218.5661486663),4.0,1.0,1.0,0,0.0,0.0,-172.5,-345.0,,0.0,,0.0,1423.6,7118.0,-4621.0,13841.25,-699.2,-3496.0,,0.0,-8.0,-8.0,,0.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,LEICESTERSHIRE,,0.0,58.77777777777778,1058.0,,,0.0,,0.0,-478.0,-4780.0,,0.0,1143.0,0.0,,0.0,,0.0,0.0,-245.57692307692307,-3192.5,1459.546875,163469.25,52.648989,-1.136583,,0.0,,0.0,Leicester Abbey,228413.75,Augustinian,,POINT (458510.8438451786 306042.6147528164),4.0,,1.0,1,3.0,2.0,-637.625,-2550.5,,0.0,,0.0,1429.265306122449,70034.0,-26471.0,254884.75,-1350.8,-13508.0,392.94117647058823,6680.0,,0.0,9840.0,9840.0,0,0.0,1538.0,0
,0.0,,0.0,,0.0,,0.0,SUFFOLK,,0.0,800.0,800.0,,,0.0,,0.0,-413.3333333333333,-2480.0,,0.0,1182.0,0.0,,0.0,,0.0,0.0,-277.27272727272725,-3050.0,726.1778846153846,37761.25,52.221447000000005,1.578016,,0.0,560.0,560.0,Leiston Abbey,43645.125,Premonstratensian,,POINT (644481.4447052176 264168.9622766563),1.0,1.0,1.0,0,0.0,1.0,-87.4,-437.0,,0.0,,0.0,2520.0,10080.0,,,-190.0,-760.0,,0.0,-80.0,-80.0,8.0625,16.125,0,0.0,1537.0,0
,0.0,,0.0,,0.0,,0.0,HEREFORDSHIRE,,0.0,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,1125.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,52.2293,-2.7359,,0.0,,0.0,Leominster Priory,107520.0,Benedictine,850.0,POINT (349834.3728393234 259265.1947207369),4.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
-1720.0,-1720.0,,0.0,,0.0,,0.0,DURHAM,,0.0,,0.0,1.0,,0.0,,0.0,-220.0,-880.0,,0.0,1122.0,0.0,,0.0,,0.0,0.0,-113.0,-113.0,413.14285714285717,5784.0,55.66931400000001,-1.800884,,0.0,,0.0,Lindisfarne Priory,11747.0,Benedictine,635.0,POINT (412623.7946087278 641774.7319349138),5.0,1.0,1.0,0,0.0,0.0,,0.0,,0.0,,0.0,8680.0,8680.0,-2713.0,14460.0,,0.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
-80.0,-80.0,,0.0,,0.0,,0.0,BUCKINGHAMSHIRE,,0.0,,0.0,,,0.0,,0.0,-760.0,-1520.0,,0.0,1175.0,0.0,,0.0,,0.0,1.0,-68.0,-68.0,396.625,6346.0,51.5854,-0.7422,,0.0,,0.0,Little Marlow Priory,5563.25,Benedictine,,POINT (487240.4032248031 188142.5777508207),2.0,1.0,1.0,0,0.0,0.0,-211.75,-211.75,,0.0,,0.0,872.3333333333334,2617.0,-3399.75,8963.0,-760.0,-1520.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
-120.0,-120.0,,0.0,,0.0,,0.0,LANCASHIRE,,0.0,,0.0,1.0,,0.0,,0.0,-200.0,-1000.0,,0.0,1192.0,0.0,,0.0,,0.0,0.0,,0.0,1295.375,10363.0,53.7441,-2.9768,,0.0,,0.0,Lytham Priory,11754.0,Benedictine,,POINT (335675.5533797813 427966.1708223699),5.0,1.0,1.0,0,0.0,-1.0,-36.0,-36.0,,0.0,,0.0,2327.0,2327.0,-1156.0,12910.0,,0.0,160.0,160.0,,0.0,,0.0,0,0.0,1535.0,0
,0.0,,0.0,,0.0,,0.0,NORFOLK,,0.0,160.0,160.0,,,0.0,,0.0,-280.0,-560.0,,0.0,1249.0,0.0,,0.0,,0.0,1.0,-53.5,-214.0,663.3055555555555,5969.75,52.659,0.5218,,0.0,,0.0,Marham Abbey,8081.75,Cistercian,,POINT (570655.7000999292 309790.5433333482),1.0,1.0,1.0,0,0.0,0.0,,0.0,,0.0,,0.0,640.0,640.0,-2054.0,10135.75,-1280.0,-1280.0,120.0,120.0,,0.0,3246.0,3246.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,CAMBRIDGESHIRE,,0.0,,0.0,,,0.0,,0.0,-80.0,-80.0,,0.0,1204.0,0.0,,0.0,,0.0,0.0,-32.6,-163.0,518.7,2593.5,52.588554,0.20402,,0.0,,0.0,Marmont Priory,2491.0,Gilbertine,,POINT (549405.6203255946 301251.2455242905),1.0,1.0,1.0,0,0.0,2.0,-91.5,-91.5,,0.0,,0.0,600.0,600.0,-690.0,3193.5,-184.0,-368.0,,0.0,,0.0,,0.0,0,0.0,1538.0,0
-480.0,-480.0,,0.0,,0.0,,0.0,"YORKSHIRE, WEST RIDING",,0.0,,0.0,,,0.0,,0.0,-224.0,-1120.0,,0.0,1154.0,0.0,,0.0,,0.0,0.0,-113.0,-226.0,1290.08,32252.0,54.11794400000001,-1.107694,,0.0,,0.0,Marton Priory,36304.0,Augustinian,,POINT (458424.1866259699 469485.5646678667),5.0,1.0,1.0,0,0.0,0.0,,0.0,,0.0,,0.0,3898.6666666666665,11696.0,-7648.0,43948.0,-1928.6666666666667,-5786.0,,0.0,-48.0,-48.0,,0.0,0,0.0,1536.0,1
-384.0,-384.0,,0.0,,0.0,,0.0,BUCKINGHAMSHIRE,,0.0,840.0,1680.0,,,0.0,,0.0,-586.6666666666666,-1760.0,,0.0,1133.0,0.0,,0.0,,0.0,0.0,-219.11111111111111,-1972.0,1505.875,48188.0,51.700759,-0.702853,,0.0,,0.0,Missenden Abbey,62814.25,Augustinian,,POINT (489738.4336302932 201019.4204954859),2.0,1.0,1.0,0,0.0,2.0,-494.75,-494.75,,0.0,,0.0,1938.1,19381.0,-5774.75,68589.0,-291.0,-1164.0,1120.0,1120.0,,0.0,320.0,320.0,0,0.0,1538.0,0
,0.0,,0.0,,0.0,,0.0,NORFOLK,,0.0,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,1291.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,52.540623,0.368985,,0.0,,0.0,Modney Priory,480.0,Benedictine,,POINT (560754.3499089114 296275.0600656088),1.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
-38.0,-76.0,,0.0,,0.0,,0.0,"YORKSHIRE, WEST RIDING",,0.0,,0.0,,,0.0,,0.0,-342.85714285714283,-2400.0,,0.0,1154.0,0.0,,0.0,,0.0,0.0,-65.04166666666667,-1561.0,1066.0,24518.0,53.554013,-1.4383720000000002,,0.0,320.0,640.0,Monk Bretton Priory,57402.0,Benedictine,,POINT (437305.3849425735 406520.691267721),5.0,,1.0,1,1.0,2.0,-81.6,-408.0,,0.0,,0.0,8083.2,40416.0,-20216.0,77618.0,-697.2173913043479,-16036.0,,0.0,,0.0,1911.5,3823.0,0,0.0,1538.0,0
-640.0,-640.0,,0.0,,0.0,,0.0,WILTSHIRE,,0.0,57.125,457.0,,,0.0,,0.0,-408.8888888888889,-3680.0,,0.0,1120.0,0.0,,0.0,,0.0,0.0,-1399.4285714285713,-9796.0,2391.46875,38263.5,51.388848,-2.279744,,0.0,,0.0,Monkton Farleigh,36890.5,Benedictine,,POINT (380630.8641567466 165571.4805470242),3.0,1.0,1.0,0,0.0,1.0,-278.0,-278.0,,0.0,,0.0,1170.6666666666667,10536.0,,,-160.0,-160.0,257.09090909090907,2828.0,,0.0,,0.0,0,0.0,1537.0,0
,0.0,,0.0,,0.0,,0.0,"YORKSHIRE, NORTH RIDING",,0.0,,0.0,,,0.0,,0.0,-280.0,-840.0,,0.0,1154.0,0.0,,0.0,,0.0,1.0,,0.0,781.5555555555555,7034.0,54.095015,-1.08895,,0.0,,0.0,Moxby Priory,6274.0,Benedictine,,POINT (459682.2081540205 466950.0401925355),5.0,1.0,1.0,0,0.0,0.0,,0.0,,0.0,,0.0,720.0,720.0,-1480.0,7754.0,-640.0,-640.0,,0.0,,0.0,,0.0,0,0.0,1536.0,1
,0.0,,0.0,,0.0,,0.0,NORFOLK,,0.0,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,1000.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,52.602291,0.260744,,0.0,,0.0,Mullicourt Priory,1440.0,Benedictine,,POINT (553199.9346785406 302897.9117879672),1.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
,0.0,,0.0,,0.0,,0.0,DURHAM,,0.0,,0.0,,,0.0,,0.0,-280.0,-560.0,,0.0,1156.0,0.0,,0.0,,0.0,1.0,-273.0,-546.0,337.7368421052632,6417.0,54.459642,-1.465424,,0.0,,0.0,Neasham Priory,5011.0,Benedictine,,POINT (434753.4309885831 507270.1509036797),5.0,1.0,1.0,0,0.0,4.0,,0.0,,0.0,,0.0,,0.0,-1346.0,6357.0,,0.0,,0.0,,0.0,,0.0,0,0.0,1540.0,0
,0.0,,0.0,,0.0,,0.0,DEVON,,0.0,1473.3333333333333,4420.0,1.0,,0.0,,0.0,-286.25,-2290.0,,0.0,1246.0,0.0,,0.0,,0.0,0.0,-162.66666666666666,-488.0,5100.888888888889,45908.0,50.771522,-3.012819,,0.0,,0.0,Newenham Abbey,54572.0,Cistercian,,POINT (328677.9452692897 97372.44188616023),3.0,1.0,1.0,0,0.0,3.0,,0.0,,0.0,,0.0,2434.0,7302.0,,,-160.0,-160.0,,0.0,,0.0,,0.0,0,0.0,1539.0,0
